username,sold_price,designer,score,transaction,category_1,category_2,category_3,description,sub_title,image_count,size,color,condition,feedback_count
urgrandpascloset,70,Nike x Streetwear,5,202,Nike Menswear,Nike Outerwear,Nike Parkas,"Vintage 90’s Nike Parka Coat White Tag
- 90’s
- tagged S fits M
- no stains or rips anywhere
- overall great condition w/ no major flaws
•FEEL FREE TO SHOOT OFFERS, QUESTIONS, OR REQUEST MORE PICS/ON BODY PICS!
•EVERYTHING IS CROSS-LISTED!
•ITEMS' COLORS MAY BE DIFFERENT IN PICTURES DUE TO THE BACKDROP AND LIGHTING!
•NO INTERNATIONAL SHIPPING!
•ALL SALES ARE FINAL!
•BE SURE TO CHECK OUT MY ALL OTHER ITEMS!",Vintage 90’s White Tag Nike Parka Coat Big Logo Size Medium,6,Men's / US M / EU 48-50 / 2,Green,Gently Used,115
Noexcusemade,200,Jordan Brand x Nike,5,40,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,"BRAND NEW
SAME DAY SHIPPING
SIZE 10 NO DAMAGES
COMES WITH WHITE LACES
KEEPING THIS UP FOR WEEK
LMK",True Blue Jordan 1,7,Men's / US 10 / EU 43,True blue / white,New,6
monq_shop,100,Nike x Streetwear,5,212,Nike Menswear,Nike Bottoms,Nike Sweatpants Joggers,"!!!! SEE MY OTHER PRODUCTS!!!!
Condition 10/10
see actual measurements.

Worldwide shipping: Estimated delivery time 14-30 days Please be careful to ask any specific questions about an item before purchasing. I can send you additional photo information if needed.
🧨Send me your suggestions🧨
@PLEASE LEAVE YOUR PHONE NUMBER WHEN YOU BUY@",Nike Track Vintage Pants Drill Y2K Swoosh Nylon Rare Joggers,13,Men's / US 31,White,Gently Used,68
mlwdsn,89,Nike,5,923,Nike Menswear,Nike Tops,Nike Polos,"Brand new w tags
Model CU4200-850
100% original from Nike store
Size - L
Instagram @mlwdsn
Shipped Worldwide with Express Shipping:
* 2-4 days delivery to US",Nike Court Challenge Re Issue Agassi Red Black White Size L,5,Men's / US L / EU 52-54 / 3,Black red white,New,336
WireRimThrifts,280,Nike,,2,Nike Menswear,Nike Tops,Nike Sweatshirts Hoodies,"Vintage 90s Nike Center Swoosh hoodie
Made in USA size large
This thing is in great vintage condition, slight pilling but no stains or holes found
Insanely rare piece
Open to reasonable offers",Vintage 90s Nike Center Swoosh hoodie,5,Men's / US L / EU 52-54 / 3,Blue,Gently Used,
Street_Store_Shop,80,Nike x Streetwear,5,495,Nike Menswear,Nike Tops,Nike Sweatshirts Hoodies,"Description :
❗️❗️❗️Write me your price / make binding offer ❗️❗️❗️
⚠️Condition: 8.5/10
⚠️10 / 10 - New clothes (never worn)
⚠️9/10 - Clothes in perfect condition (but not new)
⚠️8 / 10, 7/10, etc. - there are visible signs of wear on the product (and possibly a few minor defects)
⚡️Delivery:
⚡️We send the goods within 3 working days after receiving payment
⚡️All packages we declare as a gift and write the value lower than original price.
⏳Shipping days :
USA or Canada: 7-20 business days
United Kingdom: 7-15 business days
Europe: 7-15 business days
Australia: 10-25 business days
Asia: 10-25 business days
⏳Sometimes delivery may take less time and vice versa.
We are located in Ukraine.
👁👁 Thank you for your attention 👁👁",Vintage Nike Sweatshirt Embroidered Swoosh Logo,8,Men's / US M / EU 48-50 / 2,Brown,Gently Used,187
amilophobia,80,Nike,5,136,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,"Pre-Owned
Mens Size 8
Nike
Kyrie 4 Blackout
Basketball Shoes
100% Authentic Purchased From Nike
(B35/0512)",Pre-Owned Mens Size 8 Nike Kyrie 4 Blackout Basketball Shoes,9,Men's / US 8 / EU 41,Black,Gently Used,45
dharambirkhal382,90,Nike x Sacai,5,18,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"Iron gray colorway
Great condition",Nike x Sacai Blazer low,6,Men's / US 10 / EU 43,Grey,Gently Used,1
goldvintageca,30,Nike x Streetwear,5,2015,Nike Menswear,Nike Bottoms,Nike Shorts,"*BUNDLE DEALS AVAILABLE!*
All sales are final. Flaws are shown if applicable but please be aware that we sell vintage & second-hand items which are always subject to wear. Please be mindful before purchasing. Thank You!💜🤝✌️",Vintage Nike Running Shorts/ Athletic Shorts/ Outdoor S,5,Men's / US 28 / EU 44,Orange,Used,478
Heosity,235,Nike x Off-White,5,39,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"Size 9
Og all box and laces
Worn gently
no zip tie",OFF-WHITE x Nike Zoom Fly SP Tulip Pink 2018,11,Men's / US 9 / EU 42,Pink,Gently Used,8
Mysticbeast6,11,Nike x Streetwear,5,422,Nike Menswear,Nike Tops,Nike Polos,Forest green Nike golf polo in size large. This item is im excellent condition (9/10) and has no flaws whatsoever. Comes with a nice Nike swoosh on the left sleeve. Feel free to shoot me an offer if interested :),Nike Golf Polo,4,Men's / US L / EU 52-54 / 3,Forest green,Gently Used,171
Prgress4Me,185,Comme des Garcons x Nike,5,8,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,"Worn a decent amount of times but in great condition, no drag.
Girlfriend bought me these for VDAY and we just broke up so I want nothing to remember her by. Take them off my hands fast and easy please.",Nike Foamposite One CDG Black,6,Men's / US 10 / EU 43,Black,Used,2
fergJP,97,Nike,5,175,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,"Size: 10
Good Condition
Some bottom sole separation (easy fix)
Inbox for questions
Shipped from LA
East Coast Shipping may vary*
Feel free to make offers!",Nike Air Zoom Flight The Glove SL,10,Men's / US 10 / EU 43,White,Used,94
arturovladiano,50,Nike x Soccer Jersey,5,1498,Nike Menswear,Nike Tops,Nike Jerseys,"size: adult XXL
Condition : T-shirts have a few small hooks and stains
Look carefully at all the photos.
PLEASE, PAY ATTENTION:
-I accept combined delivery
-If you have any questions or problems, please contact me, I will help you in the shortest time.
-Please don't leave negative or neutral feedbacks without contacting with me.
-NO RETURNS AND REFUNDS.
-CARREFULLY CHECK DESCRIPTION AND ALL PHOTOS AND TIME OF DELIVERY
-sending the parcel within 2 working days from the date of payment
-We track Everything
-in the postal declaration, I indicate the parcel as a gift(used item)and the estimated value of $ 10
-Worldwide shipping :
Shipping time to USA, Canada usually 10-20 working days
Europe 5-15 working days
Asia 10-25 working days
to some countries 30-40 days",Vintage Nike Brazil Brasil soccer shirt jersey 2002 2004 #88,10,Men's / US XXL / EU 58 / 5,Yellow,Used,465
jordanjm3023,50,Nike,5,144,Nike Menswear,Nike Outerwear,Nike Light Jackets,"Size Medium
Super mint condition
Message me if you have any questions",Men’s Nike Windbreaker,3,Men's / US M / EU 48-50 / 2,Black,Gently Used,52
polofromstreets,104,Nike,5,44,Nike Menswear,Nike Tops,Nike Sweatshirts Hoodies,"Nike 72 Sz M Hoodie 2011 Embroidered Logo Pakistan
Size : M
• Great condition
• Without any flaws
• Made in Pakistan
• 2011",Nike 72 Sz M Hoodie 2011 Embroidered Logo Pakistan,13,Men's / US M / EU 48-50 / 2,Black,Gently Used,13
EDWINPAGE,77,Nike x Streetwear,5,349,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"SIZE 10.5
NO BOX
*US SHIPPING ONLY*
8/10 CONDITION
ASK QUESTIONS
WILL HAVE SHIPPED OUT BY TODAY!!!
NEED GONE ASAP",NIKE KD6s AWAY,6,Men's / US 10.5 / EU 43-44,Black,Gently Used,132
eugeneeli,60,Nike,5,50,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"VNDS/Maybe worn once.
Very minor flaw on the side of shoe (see pics)
Size 12 No OG Box
Open to offers
A tracking number will be provided once your item has shipped
All packages have a REQUIRED SIGNATURE so please make sure the address you select is available to sign.
All orders ship within 24 hours (Monday -Friday) of cleared payment
Items can ONLY be shipped to the shipping address specified via Paypal
Feel free to contact me with any questions you may have about this item",Nike Flyknit Racer Black White Volt Size 12,7,Men's / US 12 / EU 45,Black,New,31
Latestleftovers,123,Nike,5,39,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,OG box,Foamposite night Maroon,7,Men's / US 12 / EU 45,Maroon,Gently Used,14
rarebodega,28,Jnco x Nike,5,1310,Nike Menswear,Nike Bottoms,Nike Sweatpants Joggers,"90s vintage Nike swoosh embroidered street wear skater baggy fit nylon sweatpants
fits mens xl size measurements in pic
good used condition
shipping $8 thank you!
bundle to save $
over 1500 pieces to choose from",90s vintage Nike swoosh embroidered baggy nylon sweatpants,4,Men's / US 33,X,Gently Used,506
Unnecessaryballing,75,Nike x Streetwear,5,832,Nike Menswear,Nike Bottoms,Nike Sweatpants Joggers,"Vintage /Y2k Nike fuzzy material sweatpants, super soft and cozy has dope small details, over all in good condition just general wear from age has slight fade all things pictured you see what you get, tagged L
Waist-waist:14in
Top-Bottom:42.5in
Check out some more gear on my page
WANT A BETTER PRICE HIT THE GRAM
/ send a real binding offer! Serious buyers only happy to work with anyone
🚨Instagram: @pushproduct_🚨
GOT BETTER PRICES ON THERE !!
GO TO INSTAGRAM FOR BETTER DEALS AND BUNDLES / MORE PRODUCTS.
-NOT SHIPPING INTERNATIONAL UNLESS,message before hand, Thanks
-SHOP WITH CONFIDENCE!
-100% authentic, TRUSTED SELLER!
-will ship within 72hrs
-ALL “VINTAGE” items are not in perfect condition, just keep that in mind, unless stated otherwise In the description, I ALWAYS CHECK MY ITEMS BEFORE SHIPPING OF COURSE!
-Any further qoustions plz feel free to ask
-ALL INTERNATIONAL , plz message
before buying bc I will not ship unless you pay for shippping, thanks
-WE ARE NOT RESPONSIBLE after packages are shipped
-All lowballers or time wasters,will be blocked.
-plz read everything over in description of an item everything is mentioned all flaws etc, absolutely no returns all sales final❗️
-🚨 instagram via- Pushproduct_
-Feel free to leave a review, after you receive your package, much love
🚨ALL SALES FINAL, NO RETURNS🚨",Vintage Nike sweatpants,6,Men's / US 34 / EU 50,Black,Used,456
peanutbear20269,100,Nike,5,6,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,Gently used,Lebron Xix Black University Gold,11,Men's / US 10 / EU 43,Black,Gently Used,3
Steviekallday,59,Nike x Streetwear,5,248,Nike Menswear,Nike Tops,Nike Sweatshirts Hoodies,"Y2K Navy Nike Crewneck
Size: Large
Brand: Nike
Era: Y2K
Condition: Good used condition",Y2K Navy Nike Crewneck,7,Men's / US L / EU 52-54 / 3,Navy,Gently Used,106
GoldenShmunny,310,Nike,5,11,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"Size 11.5 US
Used, condition 8/10
DM with offers
No original box
DM before offering if you are outside of US",Nike Dunk Low Medium Curry,9,Men's / US 11.5 / EU 44-45,Beige,Used,2
Doctabud,265,Acronym x Nike,5,22,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,"Gently used Air Presto Acronym with original box.
Size Medium (US size 10-11)",Air Presto Mid / Acronym,11,Men's / US 10.5 / EU 43-44,Olive,Gently Used,7
dmitriip,90,Comme des Garcons x Nike,5,36,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,"Worn a lot
Still lots of life left
Shipped in replacement box
I am firm on the price",Nike CDG Air Force Comme des Garçons,7,Men's / US 11 / EU 44,Black,Used,11
42bev,148,Nike,,1,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"practically new nike air jordans, these shoes are in basically perfect condition, no creases or scratches or anything noticeable. they are size 8.5 in mens. please message me with any questions, and check out my page for more kicks:)",Nike Air Jordan 1 Low ‘White Gum Hyper Pink’,6,Men's / US 8.5 / EU 41-42,Beige,Gently Used,
,143,,,,Nike Menswear,Nike Tops,Nike Long Sleeve T Shirts,,,1,,,,
GreenFlashGallery,160,Blue x Jordan Brand,5,198,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,"TRUSTED CPFM & C.E. seller since 2015.. . Check the (+)FEEDBACK.. Send offers.
Nike x BLUE Air Jordan 1 Mid SE FRLS NA
Mens 13 / Womens 14.5
Worn 2x - Shoes come with OG all, still attached
Extremely minor color bleed at edge of toe box [ pictured ]
!!! SHIPPED WITH GRAILED LABEL !!!
THANK U 4 SUPPORTING SELF-DISCOVERY ! ! ! All sales final.
/// check my other listings for old and rare Cactus & Cav Empt ///",Nike x Blue The Great Air Jordan 1 Mid Fearless 13,8,Men's / US 13 / EU 46,Multi,Gently Used,121
Prgress4Me,87,Nike,5,8,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,"New, PADS. Just tried on. Looking for a quick sell so Dm.",Nike SB Stain Glass X Concept,7,Men's / US 10 / EU 43,Black,New,2
devilfox,53,Nike x Streetwear,5,710,Nike Menswear,Nike Outerwear,Nike Leather Jackets,"Item condition: Excellent Condition
Size: L
—————————
❗️Please see all photos and check measurements before buying, we do not make a refund. Write me if you have any questions.
PLEASE CHECK ACTUAL SIZE CAREFULLY, NO RETURNS OR COMPLAINT FOR WRONG SIZE ACTUAL❗️
—————————
We use standard international postage service. All items will be send in the period of 2 working days, after this we have no any influence on quality of postage services working and don’t take responsibility for different delivery delays.
Shipping terms:
•Europe ≈ 14-21 days
•USA ≈ 21-30 days
•Canada ≈ 21-30 days
•Asia ≈ 21-30 days
•Australia ≈ 28-35 days
•Other ≈ 21-32 days
It can be delivered both faster and longer.
—————————
FOLLOW TO MY STORE✅
I AM OPEN TO OFFERS📨
NO RETURNS🚫",Nike Nylon Tech Track Jacket,12,Men's / US L / EU 52-54 / 3,Black / grey / white,Gently Used,209
Q_malibu,45,Nike,5,980,Nike Menswear,Nike Bottoms,Nike Sweatpants Joggers,"Beautiful piece 💕 🔥
Tagged Medium, recommended size 32
Message with questions 👥
See photos for measurements 📐
Ships usps priority mail 📦
All sales final ❌",2000s NIKE paint splatter Oregon sweatpant,11,Men's / US 32 / EU 48,Black,Used,454
,89,Jordan Brand x Nike,5,,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"2012 NIKE AIR JORDAN 4 IV RETRO BRED BLACK CEMENT GREY FIRE RED
• 100% authentic
• men's size: 11
• pre-owned condition. there is color discoloration, stains, markings, scuffs, tears, the soles were reglued, sole separation, the black midsole areas were repainted black and the back heel tab is missing (see pics). no box included. please study all pictures for condition.
• firm on the price
• please visit our other listings for combined shipping!!",NIKE AIR JORDAN 4 IV RETRO BRED BLACK CEMENT GREY FIRE RED,14,Men's / US 11 / EU 44,Black,Worn,
delamano,120,Nike,5,3679,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"* De La Mano : Sneakers, Fashion, and Home
* 100% authentic items only
* Over 4,000 five star reviews online

* Original half box, no lid
* Condition : Deadstock (Brand New)
* Retail : $130
* Style Code : CZ8101 100
* Dressed up as if getting ready to hit the red carpet, these Nike classics bring the bling by accessorizing its throat with of duo of gem-like dubrae pieces that alternate between grey and aquamarine rocks, in addition to an iced-out Swoosh logo that sits in between. Elsewhere, these AF1s lean on neutral tones to outfit its body. Extended tongues are hued to a light beige, with the base constructions and sole pieces opt for the angelic aesthetic. Moreover, if you peek at the Swooshes/heels, you’ll notice that they’ve been altered with a crinkled, almost reptilian-like tonal pattern for extra flair.
*** WOMEN’S SIZE 8.5 / MEN’S SIZE 7
* Please allow 2-3 business days at most for processing. Once processing is completed, you will receive a shipping confirmation with the tracking number.
* Shoes that come with a box are shipped double boxed.
* Please note that deadstock items may have manufacturer / factory flaws. We do our best to picture any such flaws should they exist.
* All sales are final. We do not accept returns or refunds.",2020 W Nike Air Force 1 Low LX Bling Summit White / Onyx AF1,9,Men's / US 7 / EU 40,Multi,New,2647
TheSneakerRose,221,Jordan Brand x Nike,5,119,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,"Shipped Fast !! - Cleaned
CONDITION: Pre-Owned/ Worn(5-7)
INCLUDES
-OG box
-insoles
-Free Crease Protectors
-Zip Tie (no returns if removed)
FLAWS
-Minor Creasing
- Various Scuffs
-box lid damaged
EXTRAS - hang tag included",Nike Air Jordan 1 Retro High OG “Patent Bred”Men’s Size 10,13,Men's / US 10 / EU 43,Red,Used,73
topularllcf2772,46,Nike,5,9,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,Shoes are gently worn and in great condition,Nike Air Force 1 Utility “Volt 2”,6,Men's / US 10.5 / EU 43-44,Yellow,Gently Used,4
Franchise-Tag,230,Cactus Plant Flea Market x Nike,5,478,Nike Menswear,Nike Tops,Nike Sweatshirts Hoodies,"100% authentic
XS but fits oversized",Nike x CPFM Collab Fleece,5,Men's / US XS / EU 42 / 0,Multi,New,352
RJVG,129,Nike,5,75,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"Only worn a few times. In excellent condition.
Size 10.5",Nike ZoomX Vaporfly,6,Men's / US 10.5 / EU 43-44,Blue,Gently Used,35
Secondssense,70,Fear of God x Nike,5,6,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"Size 9.5
7-8/10 condition (lightly used)
Replacement box provided
Fear of god print still on insole
Shipping from CA
Price is negotiable",Nike Air Fear of God Moccasin (Black),6,Men's / US 9.5 / EU 42-43,Black,Gently Used,4
MisterYee,150,Jordan Brand x Nike,5,30,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,"Jordan 13 Lucky Green
Pre-owned
Replacement box
Jordan 13 Lakers
Pre-owned
Replacement box
Both size 12",Jordan 13 Lakers Lucky Green 12 Men low mid 4 1,8,Men's / US 12 / EU 45,Purple,Used,15
MisterYee,155,Jordan Brand x Nike,5,30,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,"Hello.
For sale are a pair of Jordan 13’s in the Lucky Green colorway.
The shoes are a size 12 Men’s and are pre-owned. The shoes have been cleaned and include a replacement box.
Please let me know of any questions at all and feel free to follow my account as I always have more shoes coming in.
Take care",Jordan 13 Lucky Green 12 Men nike dunk lost low mid high 4 1,8,Men's / US 12 / EU 45,Green,Used,15
ClochardDeluxe,34,Nike x Vintage,5,1160,Nike Menswear,Nike Tops,Nike Sweatshirts Hoodies,"Vintage Nike Zip Hoodie
Size: L
Condition: Used
Free Worldwide shipping",Vintage Nike Zip Hoodie,6,Men's / US L / EU 52-54 / 3,White,Used,518
