main_brand,color,sold_price,category,score,size,genda,condition_encoded
Versace Jeans Couture,Black,75.0,Bottom,5.0,l,Men,1
Anti Social Social Club,Black,131.0,Top,5.0,xxl,Men,0
Undercover,Black,120.0,Outerwear,5.0,m,Men,2
Kanye West,Black,70.0,Top,5.0,xl,Men,1
Supreme,Brown,121.0,Bottom,5.0,m,Men,1
Takahiromiyashita The Soloist.,Black,160.0,Footwear,5.0,s,Men,2
Travis Scott,Tan,44.0,Top,5.0,xl,Men,1
Tommy Hilfiger,Yellow,38.0,Top,5.0,xl,Men,2
Champion,Green,50.0,Top,5.0,m,Men,2
Hedi Slimane,Grey,170.0,Outerwear,5.0,l,Men,1
Valentino,Navy,125.0,Top,5.0,l,Men,1
Seditionaries,multi_color,31.0,Top,5.0,s,Men,1
Hawaiian Shirt,Brown,125.0,Top,5.0,xl,Men,1
Ysl Pour Homme,Black,320.0,Outerwear,5.0,l,Men,1
Levi's,Blue,170.0,Bottom,5.0,s,Men,1
Reebok,White,262.0,Footwear,5.0,m,Men,0
Stussy,Pink,137.0,Footwear,5.0,l,Women,0
Off-White,White,393.0,Footwear,5.0,xs,Men,0
Military,Green,130.0,Outerwear,5.0,m,Men,2
Hanes,White,42.0,Top,5.0,l,Men,2
Nike,Yellow,125.0,Top,5.0,xl,Men,1
Calvin Klein,White,86.0,Top,5.0,s,Men,3
Palace,Grey,50.0,Top,5.0,xl,Men,0
Ralph Lauren,Beige,45.0,Bottom,5.0,m,Men,2
Saint Laurent Paris,Blue,208.0,Bottom,5.0,s,Men,1
Kapital,Purple,330.0,Outerwear,5.0,l,Men,0
Disney,multi_color,60.0,Top,5.0,m,Men,1
Distressed Denim,Purple,110.0,Bottom,5.0,l,Men,2
Kappa,Cream,54.0,Top,5.0,m,Men,1
Lacoste,Pink,35.0,Top,5.0,m,Men,2
Avant Garde,White,45.0,Acceorie,5.0,ONE SIZE,Men,2
Virgil Abloh,Brown,260.0,Top,5.0,s,Men,0
Russell Athletic,Black,67.0,Top,5.0,m,Men,2
Mickey Mouse,White,65.0,Top,5.0,xl,Men,2
Burberry,multi_color,120.0,Acceorie,5.0,ONE SIZE,Men,2
Acne Studios,Purple,37.0,Bottom,5.0,m,Men,2
Balenciaga,Red,515.0,Top,5.0,l,Men,1
Band Tees,Black,35.0,Top,5.0,s,Men,2
Harley Davidson,Brown,32.0,Top,5.0,xxl,Men,2
Polo Ralph Lauren,Navy,215.0,Top,5.0,xl,Men,0
The North Face,Beige,100.0,Outerwear,5.0,m,Men,2
Hype,Orange,40.0,Top,5.0,xs,Men,1
Puma,Black,52.0,Top,5.0,l,Men,1
Gucci,Black,140.0,Top,5.0,m,Men,1
Dior,Blue,600.0,Footwear,5.0,xs,Men,0
Hysteric Glamour,Black,170.0,Bottom,5.0,s,Men,2
Prada,Black,210.0,Acceorie,5.0,ONE SIZE,Men,0
Patagonia,Navy,70.0,Outerwear,5.0,m,Men,2
Dolce & Gabbana,Brown,90.0,Acceorie,5.0,xs,Men,2
Levi's Vintage Clothing,Blue,100.0,Bottom,5.0,l,Men,2
Dickies,Green,40.0,Bottom,5.0,s,Men,1
Bape,Blue,350.0,Top,5.0,m,Men,2
MLB,Black,68.0,Top,5.0,l,Men,1
Uniqlo,Black,61.0,Outerwear,5.0,xl,Men,2
Vans,Black,122.0,Footwear,5.0,l,Men,0
Rick Owens Drkshdw,White,350.0,Footwear,5.0,m,Men,1
Adidas,multi_color,80.0,Outerwear,5.0,s,Men,2
Gildan,White,36.0,Top,5.0,m,Men,2
Kapital Kountry,Navy,65.0,Acceorie,5.0,ONE SIZE,Men,0
Luxury,Blue,122.0,Outerwear,5.0,m,Men,0
Lee,Orange,45.0,Bottom,5.0,m,Men,2
NFL,Blue,55.0,Top,5.0,xxl,Men,1
Tour Tee,Black,160.0,Top,5.0,l,Men,2
Guess,White,65.0,Top,5.0,m,Men,1
Gap,Brown,90.0,Top,5.0,m,Men,0
Converse,Grey,140.0,Footwear,5.0,m,Men,1
Versace,Blue,86.0,Top,5.0,l,Men,1
Yves Saint Laurent,Grey,82.0,Footwear,5.0,l,Women,2
Maison Margiela,White,312.0,Footwear,5.0,l,Men,2
Issey Miyake,Red,190.0,Top,5.0,s,Men,1
Fruit Of The Loom,Black,35.0,Top,5.0,l,Men,2
Louis Vuitton,Black,460.0,Acceorie,5.0,ONE SIZE,Women,0
Rick Owens,White,185.0,Footwear,5.0,l,Men,0
Number (N)ine,Black,175.0,Top,5.0,xl,Men,2
NBA,Grey,170.0,Top,5.0,l,Men,1
Fila,Blue,52.0,Top,5.0,l,Men,2
Versace Jeans Couture,Brown,38.0,Top,5.0,xl,Men,2
Anti Social Social Club,Black,125.0,Top,5.0,xxl,Men,0
Undercover,Silver,85.0,Acceorie,5.0,ONE SIZE,Men,0
Kanye West,White,42.0,Top,5.0,l,Men,1
Supreme,Brown,275.0,Bottom,5.0,m,Men,0
Takahiromiyashita The Soloist.,Silver,120.0,Acceorie,5.0,ONE SIZE,Men,1
Travis Scott,Brown,282.0,Footwear,5.0,l,Men,1
Tommy Hilfiger,Green,85.0,Top,5.0,l,Men,1
Champion,Yellow,125.0,Top,5.0,xl,Men,0
Hedi Slimane,Black,99.0,Acceorie,5.0,ONE SIZE,Men,2
Valentino,White,285.0,Footwear,5.0,l,Men,1
Seditionaries,Black,72.0,Bottom,5.0,m,Men,2
Hawaiian Shirt,Green,140.0,Top,5.0,xxl,Men,2
Ysl Pour Homme,Black,112.0,Top,5.0,m,Men,1
Levi's,Black,100.0,Bottom,5.0,s,Men,2
Reebok,Black,270.0,Footwear,5.0,m,Men,0
Stussy,multi_color,165.0,Footwear,5.0,l,Men,1
Off-White,White,105.0,Footwear,5.0,s,Men,2
Military,Green,75.0,Outerwear,5.0,m,Men,2
Hanes,Red,50.0,Top,5.0,l,Men,2
Nike,Olive,150.0,Bottom,5.0,m,Men,1
Calvin Klein,Brown,38.0,Bottom,5.0,s,Men,2
Palace,Black,80.0,Acceorie,5.0,m,Men,0
Ralph Lauren,multi_color,60.0,Acceorie,5.0,ONE SIZE,Men,2
Saint Laurent Paris,Black,390.0,Top,5.0,xs,Men,1
Kapital,White,64.0,Top,5.0,l,Men,1
Disney,Black,70.0,Top,5.0,xl,Men,1
Distressed Denim,Black,169.0,Bottom,5.0,s,Men,2
Kappa,Black,40.0,Bottom,5.0,xs,Men,1
Lacoste,Brown,50.0,Bottom,5.0,l,Men,1
Avant Garde,Black,60.0,Bottom,5.0,s,Men,2
Virgil Abloh,White,80.0,Top,5.0,l,Men,2
Russell Athletic,Green,50.0,Top,5.0,l,Men,2
Mickey Mouse,Cream,216.0,Top,5.0,l,Men,2
Burberry,multi_color,120.0,Acceorie,5.0,ONE SIZE,Men,2
Acne Studios,Denim,85.0,Bottom,5.0,s,Men,2
Balenciaga,Black,475.0,Footwear,5.0,m,Men,1
Band Tees,Black,112.0,Top,5.0,l,Men,2
Harley Davidson,White,45.0,Top,5.0,xl,Men,2
Polo Ralph Lauren,Navy,95.0,Outerwear,5.0,m,Men,1
The North Face,multi_color,130.0,Outerwear,5.0,l,Men,2
Hype,Black,31.0,Top,5.0,xl,Men,2
Puma,Black,140.0,Top,5.0,m,Men,1
Gucci,Green,170.0,Acceorie,5.0,ONE SIZE,Men,0
Dior,Black,192.0,Acceorie,5.0,ONE SIZE,Men,1
Hysteric Glamour,Blue,120.0,Bottom,5.0,m,Men,2
Prada,White,600.0,Top,5.0,s,Women,0
Patagonia,Black,58.0,Outerwear,5.0,m,Men,1
Dolce & Gabbana,Khaki,250.0,Bottom,5.0,s,Men,1
Levi's Vintage Clothing,Blue,105.0,Bottom,5.0,s,Men,2
Dickies,Green,50.0,Bottom,5.0,m,Men,2
Bape,Grey,215.0,Outerwear,5.0,m,Men,2
MLB,multi_color,60.0,Top,5.0,xl,Men,1
Uniqlo,Black,80.0,Outerwear,5.0,m,Men,1
Vans,White,55.0,Footwear,5.0,m,Men,2
Rick Owens Drkshdw,White,257.0,Footwear,5.0,s,Men,2
Adidas,Brown,175.0,Footwear,5.0,l,Men,1
Gildan,Black,32.0,Top,5.0,s,Men,1
Kapital Kountry,Black,45.0,Acceorie,5.0,ONE SIZE,Men,0
Luxury,multi_color,95.0,Top,5.0,l,Men,2
Lee,Blue,45.0,Bottom,5.0,m,Men,2
NFL,Red,46.0,Top,5.0,xl,Men,1
Tour Tee,Orange,35.0,Top,5.0,m,Men,1
Guess,Navy,115.0,Top,5.0,s,Men,1
Gap,Blue,52.0,Bottom,5.0,m,Men,1
Converse,Green,76.0,Top,5.0,l,Men,2
Versace,Black,80.0,Tailoring,5.0,xl,Men,2
Yves Saint Laurent,Grey,57.0,Acceorie,5.0,ONE SIZE,Men,2
Maison Margiela,Silver,265.0,Footwear,5.0,m,Women,0
Issey Miyake,Black,360.0,Bottom,5.0,s,Men,1
Fruit Of The Loom,White,71.0,Top,5.0,xl,Men,2
Louis Vuitton,Brown,140.0,Acceorie,5.0,ONE SIZE,Men,2
Rick Owens,Black,187.0,Footwear,5.0,l,Men,1
Number (N)ine,Black,155.0,Top,5.0,m,Men,1
NBA,White,81.0,Outerwear,5.0,xl,Men,2
Fila,Black,51.0,Top,5.0,l,Men,1
Versace Jeans Couture,Blue,52.0,Bottom,5.0,s,Men,2
Anti Social Social Club,Black,130.0,Top,5.0,xl,Men,0
Undercover,Red,217.0,Footwear,5.0,s,Men,1
Kanye West,Blue,50.0,Top,5.0,l,Men,1
Supreme,Brown,232.0,Bottom,5.0,m,Men,0
Takahiromiyashita The Soloist.,Brown,144.0,Top,5.0,m,Men,2
Travis Scott,Brown,47.0,Top,5.0,l,Men,1
Tommy Hilfiger,multi_color,41.0,Top,5.0,m,Men,2
Champion,Grey,120.0,Top,5.0,xxl,Men,1
Hedi Slimane,Grey,300.0,Top,5.0,s,Men,2
Valentino,Black,375.0,Footwear,5.0,l,Men,1
Seditionaries,Khaki,60.0,Bottom,5.0,s,Men,1
Hawaiian Shirt,Blue,40.0,Top,5.0,l,Men,1
Ysl Pour Homme,multi_color,105.0,Outerwear,5.0,s,Men,1
Levi's,Blue,69.0,Bottom,5.0,s,Men,2
Reebok,White,152.0,Footwear,5.0,m,Men,1
Stussy,Black,147.0,Footwear,5.0,xxl,Men,0
Off-White,White,198.0,Footwear,5.0,m,Men,2
Military,Black,190.0,Outerwear,5.0,m,Men,2
Hanes,Black,35.0,Top,5.0,m,Men,2
Nike,White,157.0,Top,5.0,l,Men,0
Calvin Klein,multi_color,50.0,Acceorie,5.0,ONE SIZE,Men,1
Palace,Black,72.0,Top,5.0,m,Men,0
Ralph Lauren,White,175.0,Top,5.0,m,Men,2
Saint Laurent Paris,Black,94.0,Acceorie,5.0,ONE SIZE,Men,1
Kapital,Black,63.0,Bottom,5.0,s,Men,2
Disney,Blue,61.0,Top,5.0,xl,Men,1
Distressed Denim,Blue,62.0,Bottom,5.0,l,Men,1
Kappa,Grey,75.0,Top,5.0,l,Men,2
Lacoste,Black,50.0,Outerwear,5.0,xl,Men,1
Avant Garde,Brown,45.0,Acceorie,5.0,ONE SIZE,Men,1
Virgil Abloh,White,60.0,Top,5.0,s,Men,1
Russell Athletic,Navy,60.0,Top,5.0,s,Men,2
Mickey Mouse,Black,75.0,Top,5.0,m,Men,1
Burberry,Brown,100.0,Acceorie,5.0,ONE SIZE,Men,2
Acne Studios,Blue,55.0,Bottom,5.0,m,Men,2
Balenciaga,Black,375.0,Top,5.0,m,Men,0
Band Tees,Black,47.0,Top,5.0,l,Men,1
Harley Davidson,Green,42.0,Top,5.0,m,Men,2
Polo Ralph Lauren,Blue,35.0,Bottom,5.0,m,Men,2
The North Face,Red,209.0,Outerwear,5.0,m,Men,0
Hype,Green,120.0,Bottom,5.0,l,Men,3
Puma,Black,64.0,Top,5.0,xxl,Men,2
Gucci,Black,265.0,Footwear,5.0,s,Men,1
Dior,Red,613.0,Luggage,5.0,ONE SIZE,Women,1
Hysteric Glamour,Black,175.0,Bottom,5.0,s,Men,2
Prada,Black,300.0,Footwear,5.0,l,Men,1
Patagonia,Tan,62.0,Outerwear,5.0,xl,Men,1
Dolce & Gabbana,Grey,60.0,Bottom,5.0,m,Men,1
Levi's Vintage Clothing,Denim,195.0,Bottom,5.0,m,Men,2
Dickies,Brown,60.0,Bottom,5.0,l,Men,2
Bape,Black,275.0,Footwear,5.0,s,Men,2
MLB,Navy,70.0,Top,5.0,l,Men,1
Uniqlo,Brown,85.0,Bottom,5.0,s,Men,2
Vans,Green,115.0,Footwear,5.0,m,Men,0
Rick Owens Drkshdw,White,195.0,Footwear,5.0,xs,Men,2
Adidas,Grey,133.0,Footwear,5.0,xl,Men,2
Gildan,Navy,39.0,Top,5.0,xl,Men,1
Kapital Kountry,Purple,465.0,Top,5.0,l,Men,0
Luxury,Blue,120.0,Outerwear,5.0,m,Men,0
Lee,Blue,65.0,Outerwear,5.0,xl,Men,2
NFL,Green,74.0,Top,5.0,l,Men,2
Tour Tee,Yellow,415.0,Top,5.0,l,Men,0
Guess,Blue,70.0,Bottom,5.0,s,Men,1
Gap,Denim,48.0,Top,5.0,l,Men,1
Converse,White,43.0,Footwear,5.0,xs,Men,2
Versace,Black,110.0,Top,5.0,l,Men,2
Yves Saint Laurent,Blue,200.0,Bottom,5.0,xs,Men,0
Maison Margiela,Gold,250.0,Acceorie,5.0,ONE SIZE,Men,0
Issey Miyake,multi_color,45.0,Acceorie,5.0,ONE SIZE,Men,1
Fruit Of The Loom,Black,35.0,Top,5.0,xl,Men,1
Louis Vuitton,Gold,61.0,Acceorie,5.0,ONE SIZE,Men,1
Rick Owens,Black,300.0,Footwear,5.0,m,Men,0
Number (N)ine,Black,65.0,Top,5.0,m,Men,2
NBA,Black,80.0,Top,5.0,l,Men,1
Fila,White,37.0,Footwear,5.0,m,Men,0
Versace Jeans Couture,Blue,50.0,Top,5.0,l,Men,2
Anti Social Social Club,Orange,90.0,Top,5.0,m,Men,0
Undercover,White,272.0,Top,5.0,l,Men,1
Kanye West,Red,110.0,Top,5.0,l,Men,1
Supreme,Brown,103.0,Top,5.0,l,Men,0
Takahiromiyashita The Soloist.,Blue,120.0,Bottom,5.0,l,Men,2
Travis Scott,Black,40.0,Top,5.0,l,Men,3
Tommy Hilfiger,Cream,33.0,Top,5.0,m,Men,1
Champion,Grey,90.0,Top,5.0,l,Men,1
Hedi Slimane,Silver,175.0,Acceorie,5.0,ONE SIZE,Men,2
Valentino,Brown,60.0,Top,5.0,m,Men,2
Seditionaries,Black,110.0,Bottom,5.0,l,Men,1
Hawaiian Shirt,Blue,60.0,Top,5.0,l,Men,1
Ysl Pour Homme,multi_color,140.0,Outerwear,5.0,l,Men,1
Levi's,Cream,120.0,Top,5.0,xl,Men,2
Reebok,Purple,50.0,Outerwear,5.0,m,Men,1
Stussy,Green,80.0,Footwear,5.0,m,Men,1
Off-White,White,241.0,Footwear,5.0,m,Men,1
Military,Blue,228.0,Bottom,5.0,m,Men,2
Hanes,Blue,130.0,Top,5.0,l,Men,2
Nike,Black,65.0,Acceorie,5.0,ONE SIZE,Men,1
Calvin Klein,Denim,130.0,Bottom,5.0,s,Men,0
Palace,Blue,88.0,Bottom,5.0,l,Men,0
Ralph Lauren,Black,48.0,Top,5.0,xl,Men,2
Saint Laurent Paris,Black,220.0,Outerwear,5.0,m,Men,2
Kapital,Grey,109.0,Top,5.0,xl,Men,1
Disney,White,41.0,Top,5.0,l,Men,1
Distressed Denim,multi_color,105.0,Bottom,5.0,m,Men,3
Kappa,Yellow,72.0,Outerwear,5.0,xl,Men,1
Lacoste,Beige,35.0,Top,5.0,l,Men,1
Avant Garde,Blue,100.0,Bottom,5.0,m,Men,1
Virgil Abloh,Black,120.0,Top,5.0,m,Men,3
Russell Athletic,Grey,50.0,Top,5.0,xl,Men,1
Mickey Mouse,White,37.0,Top,5.0,l,Men,2
Burberry,Brown,135.0,Acceorie,5.0,ONE SIZE,Men,1
Acne Studios,Grey,70.0,Top,5.0,m,Men,1
Balenciaga,Black,412.0,Footwear,5.0,m,Men,2
Band Tees,Black,36.0,Top,5.0,xl,Men,2
Harley Davidson,Black,120.0,Top,5.0,xl,Men,1
Polo Ralph Lauren,Black,55.0,Outerwear,5.0,l,Men,1
The North Face,multi_color,220.0,Outerwear,5.0,l,Men,2
Hype,Brown,145.0,Bottom,5.0,m,Men,2
Puma,multi_color,50.0,Outerwear,5.0,l,Men,1
Gucci,Black,185.0,Acceorie,5.0,ONE SIZE,Women,2
Dior,Black,83.0,Acceorie,5.0,ONE SIZE,Men,2
Hysteric Glamour,Black,250.0,Top,5.0,m,Men,2
Prada,Pink,430.0,Footwear,5.0,l,Women,1
Patagonia,Red,65.0,Outerwear,5.0,xl,Men,3
Dolce & Gabbana,Blue,135.0,Bottom,5.0,l,Men,1
Levi's Vintage Clothing,Blue,140.0,Bottom,5.0,l,Men,3
Dickies,Cream,75.0,Bottom,5.0,s,Men,1
Bape,Grey,185.0,Top,5.0,xs,Men,1
MLB,Grey,40.0,Top,5.0,l,Men,2
Uniqlo,Green,160.0,Outerwear,5.0,xl,Men,1
Vans,Black,47.0,Footwear,5.0,s,Men,1
Rick Owens Drkshdw,White,180.0,Footwear,5.0,s,Women,1
Adidas,Purple,150.0,Footwear,5.0,m,Men,0
Gildan,Black,42.0,Top,5.0,l,Men,2
Kapital Kountry,Black,330.0,Bottom,5.0,m,Men,0
Luxury,Grey,95.0,Bottom,5.0,m,Men,1
Lee,Maroon,122.0,Outerwear,5.0,m,Men,0
NFL,Grey,100.0,Top,5.0,xl,Men,1
Tour Tee,Black,105.0,Top,5.0,l,Men,1
Guess,Black,39.0,Top,5.0,l,Men,1
Gap,Brown,75.0,Bottom,5.0,xs,Men,1
Converse,Black,105.0,Footwear,5.0,m,Men,1
Versace,Black,115.0,Acceorie,5.0,ONE SIZE,Men,0
Yves Saint Laurent,Grey,60.0,Top,5.0,xl,Men,2
Maison Margiela,Black,392.0,Footwear,5.0,m,Men,2
Issey Miyake,Navy,172.0,Bottom,5.0,s,Men,1
Fruit Of The Loom,Grey,45.0,Top,5.0,l,Men,2
Louis Vuitton,Brown,315.0,Acceorie,5.0,ONE SIZE,Men,2
Rick Owens,White,80.0,Footwear,5.0,s,Men,2
Number (N)ine,Black,1653.0,Acceorie,5.0,ONE SIZE,Men,1
NBA,White,45.0,Top,5.0,l,Men,2
Fila,White,55.0,Footwear,5.0,l,Men,1
Versace Jeans Couture,Grey,89.0,Outerwear,5.0,l,Men,1
Anti Social Social Club,Pink,181.0,Top,5.0,m,Men,0
Undercover,Black,700.0,Bottom,5.0,l,Men,1
Kanye West,Cream,109.0,Top,5.0,l,Men,1
Supreme,Green,50.0,Top,5.0,xl,Men,1
Takahiromiyashita The Soloist.,White,798.0,Top,5.0,xl,Men,1
Travis Scott,Brown,1150.0,Footwear,5.0,m,Men,1
Tommy Hilfiger,Denim,98.0,Bottom,5.0,xl,Men,2
Champion,Grey,90.0,Top,5.0,xl,Men,2
Hedi Slimane,Black,200.0,Bottom,5.0,xs,Men,2
Valentino,Red,80.0,Acceorie,5.0,ONE SIZE,Men,1
Seditionaries,Khaki,57.0,Acceorie,5.0,ONE SIZE,Men,2
Hawaiian Shirt,Black,53.0,Top,5.0,xl,Men,0
Ysl Pour Homme,multi_color,140.0,Outerwear,5.0,m,Men,1
Levi's,Black,55.0,Outerwear,5.0,m,Men,2
Reebok,White,36.0,Top,5.0,xxs,Men,1
Stussy,multi_color,130.0,Footwear,5.0,m,Men,0
Off-White,Black,293.0,Footwear,5.0,s,Men,1
Military,Olive,105.0,Outerwear,5.0,m,Men,1
Hanes,White,76.0,Top,5.0,l,Men,2
Nike,Black,200.0,Top,5.0,l,Men,0
Calvin Klein,Brown,98.0,Outerwear,5.0,xl,Men,1
Palace,White,48.0,Acceorie,5.0,ONE SIZE,Men,0
Ralph Lauren,Green,62.0,Outerwear,5.0,l,Men,1
Saint Laurent Paris,Green,315.0,Outerwear,5.0,s,Men,2
Kapital,Navy,250.0,Acceorie,5.0,ONE SIZE,Men,1
Disney,Blue,40.0,Top,5.0,l,Men,1
Distressed Denim,Blue,84.0,Bottom,5.0,l,Men,1
Kappa,Grey,75.0,Top,5.0,m,Men,2
Lacoste,multi_color,680.0,Top,5.0,xl,Men,2
Avant Garde,Black,87.0,Top,5.0,s,Men,1
Virgil Abloh,White,126.0,Top,5.0,xxl,Men,1
Russell Athletic,Blue,38.0,Top,5.0,m,Men,1
Mickey Mouse,Black,48.0,Acceorie,5.0,ONE SIZE,Men,1
Burberry,Blue,80.0,Acceorie,5.0,ONE SIZE,Men,1
Acne Studios,Grey,65.0,Acceorie,5.0,ONE SIZE,Men,1
Balenciaga,Navy,200.0,Acceorie,5.0,ONE SIZE,Men,0
Band Tees,Black,57.0,Top,5.0,l,Men,2
Harley Davidson,Red,72.0,Top,5.0,xl,Men,0
Polo Ralph Lauren,Black,65.0,Outerwear,5.0,l,Men,1
The North Face,Black,140.0,Outerwear,5.0,l,Men,2
Hype,Black,76.0,Footwear,5.0,m,Men,2
Puma,Blue,44.0,Top,5.0,xl,Men,1
Gucci,Brown,130.0,Acceorie,5.0,ONE SIZE,Men,2
Dior,Navy,185.0,Bottom,5.0,s,Men,2
Hysteric Glamour,Black,120.0,Outerwear,5.0,s,Men,1
Prada,Grey,75.0,Top,5.0,l,Men,2
Patagonia,Black,45.0,Top,5.0,l,Men,2
Dolce & Gabbana,Blue,125.0,Bottom,5.0,m,Men,2
Levi's Vintage Clothing,Blue,35.0,Bottom,5.0,s,Men,2
Dickies,Brown,50.0,Bottom,5.0,s,Men,2
Bape,Brown,299.0,Footwear,5.0,xl,Men,0
MLB,Blue,34.0,Top,5.0,xl,Men,2
Uniqlo,Blue,45.0,Outerwear,5.0,l,Men,2
Vans,multi_color,54.0,Footwear,5.0,l,Men,1
Rick Owens Drkshdw,multi_color,120.0,Footwear,5.0,l,Men,1
Adidas,Blue,45.0,Top,5.0,s,Men,0
Gildan,Grey,54.0,Top,5.0,m,Men,1
Kapital Kountry,Brown,172.0,Top,5.0,m,Men,2
Luxury,Blue,111.0,Top,5.0,l,Men,1
Lee,Blue,105.0,Bottom,5.0,m,Men,1
NFL,Grey,36.0,Top,5.0,l,Men,2
Tour Tee,White,40.0,Top,5.0,xxl,Men,2
Guess,Grey,34.0,Bottom,5.0,s,Men,1
Gap,Brown,54.0,Bottom,5.0,m,Men,2
Converse,White,117.0,Footwear,5.0,m,Men,2
Versace,Black,111.0,Outerwear,5.0,s,Women,1
Yves Saint Laurent,Blue,65.0,Top,5.0,l,Men,1
Maison Margiela,Silver,280.0,Acceorie,5.0,ONE SIZE,Men,0
Issey Miyake,Blue,80.0,Bottom,5.0,s,Men,1
Fruit Of The Loom,Blue,40.0,Top,5.0,l,Men,1
Louis Vuitton,Black,1200.0,Acceorie,5.0,ONE SIZE,Men,1
Rick Owens,Black,34.0,Acceorie,5.0,ONE SIZE,Men,0
Number (N)ine,White,118.0,Top,5.0,l,Men,2
NBA,White,63.0,Top,5.0,l,Men,1
Fila,Green,40.0,Top,5.0,xl,Men,2
Versace Jeans Couture,Grey,50.0,Bottom,5.0,m,Men,2
Anti Social Social Club,Black,55.0,Top,5.0,m,Men,2
Undercover,White,230.0,Top,5.0,m,Men,1
Kanye West,Red,80.0,Top,5.0,s,Men,1
Supreme,Black,95.0,Top,5.0,m,Men,1
Takahiromiyashita The Soloist.,White,104.0,Top,5.0,m,Men,1
Travis Scott,Black,42.0,Top,5.0,xxl,Men,1
Tommy Hilfiger,Black,50.0,Bottom,5.0,m,Men,1
Champion,Grey,90.0,Top,5.0,xl,Men,1
Hedi Slimane,Black,470.0,Outerwear,5.0,l,Men,1
Valentino,multi_color,100.0,Top,5.0,m,Men,2
Seditionaries,Black,235.0,Bottom,5.0,s,Men,1
Hawaiian Shirt,Black,90.0,Top,5.0,m,Men,2
Ysl Pour Homme,Navy,120.0,Top,5.0,m,Men,1
Levi's,Blue,100.0,Bottom,5.0,l,Men,2
Reebok,Black,162.0,Footwear,5.0,m,Men,1
Stussy,Black,130.0,Footwear,5.0,m,Men,1
Off-White,Black,132.0,Footwear,5.0,xl,Men,0
Military,Camo,54.0,Outerwear,5.0,xl,Men,2
Hanes,Navy,38.0,Top,5.0,l,Men,1
Nike,Gold,150.0,Top,5.0,xl,Men,0
Calvin Klein,Black,45.0,Bottom,5.0,m,Men,0
Palace,Blue,130.0,Bottom,5.0,m,Men,0
Ralph Lauren,White,65.0,Top,5.0,xl,Men,2
Saint Laurent Paris,Black,127.0,Top,5.0,l,Men,1
Kapital,White,80.0,Bottom,5.0,s,Men,2
Disney,Black,60.0,Top,5.0,m,Men,2
Distressed Denim,Denim,75.0,Bottom,5.0,m,Men,2
Kappa,Blue,135.0,Outerwear,5.0,l,Men,1
Lacoste,multi_color,45.0,Top,5.0,xl,Men,2
Avant Garde,Black,110.0,Outerwear,5.0,m,Men,2
Virgil Abloh,White,63.0,Top,5.0,l,Men,2
Russell Athletic,Grey,115.0,Top,5.0,l,Men,2
Mickey Mouse,multi_color,65.0,Top,5.0,s,Men,2
Burberry,multi_color,92.0,Acceorie,5.0,ONE SIZE,Men,1
Acne Studios,Brown,207.0,Top,5.0,l,Men,1
Balenciaga,Black,1100.0,Footwear,5.0,l,Men,0
Band Tees,Red,68.0,Top,5.0,xl,Men,1
Harley Davidson,multi_color,37.0,Top,5.0,l,Men,2
Polo Ralph Lauren,Blue,53.0,Acceorie,5.0,ONE SIZE,Men,2
The North Face,Blue,60.0,Top,5.0,l,Men,1
Hype,Black,500.0,Outerwear,5.0,s,Men,1
Puma,Black,71.0,Footwear,5.0,m,Men,1
Gucci,Silver,166.0,Acceorie,5.0,ONE SIZE,Men,0
Dior,Grey,490.0,Luggage,5.0,ONE SIZE,Women,1
Hysteric Glamour,Black,60.0,Bottom,5.0,xl,Women,1
Prada,Black,285.0,Bottom,5.0,s,Men,0
Patagonia,Brown,70.0,Top,5.0,l,Men,1
Dolce & Gabbana,Black,210.0,Top,5.0,s,Men,1
Levi's Vintage Clothing,Black,125.0,Bottom,5.0,l,Men,2
Dickies,Black,85.0,Outerwear,5.0,m,Men,1
Bape,multi_color,108.0,Top,5.0,m,Men,1
MLB,Navy,60.0,Top,5.0,xxl,Men,1
Uniqlo,Black,100.0,Outerwear,5.0,l,Men,1
Vans,Blue,40.0,Footwear,5.0,l,Men,2
Rick Owens Drkshdw,White,346.0,Footwear,5.0,m,Men,0
Adidas,Blue,61.0,Top,5.0,xl,Men,0
Gildan,White,36.0,Top,5.0,xl,Men,2
Kapital Kountry,Grey,204.0,Top,5.0,l,Men,1
Luxury,Burgundy,102.0,Top,5.0,m,Men,1
Lee,Navy,82.0,Bottom,5.0,l,Men,2
NFL,Denim,35.0,Top,5.0,l,Men,1
Tour Tee,Black,69.0,Top,5.0,l,Men,3
Guess,Denim,40.0,Bottom,5.0,s,Men,1
Gap,Green,305.0,Top,5.0,m,Men,0
Converse,Black,42.0,Footwear,5.0,m,Men,0
Versace,Black,59.0,Footwear,5.0,l,Men,2
Yves Saint Laurent,Gold,120.0,Acceorie,5.0,ONE SIZE,Men,2
Maison Margiela,Blue,350.0,Outerwear,5.0,l,Men,1
Issey Miyake,Black,120.0,Bottom,5.0,s,Men,2
Fruit Of The Loom,Black,45.0,Top,5.0,l,Men,2
Louis Vuitton,Brown,980.0,Luggage,5.0,ONE SIZE,Women,1
Rick Owens,multi_color,190.0,Footwear,5.0,s,Men,2
Number (N)ine,Blue,928.0,Top,5.0,xl,Men,2
NBA,Red,41.0,Top,5.0,l,Men,0
Fila,White,35.0,Top,5.0,xl,Men,1
Versace Jeans Couture,Black,135.0,Bottom,5.0,l,Men,1
Anti Social Social Club,Black,45.0,Top,5.0,m,Men,2
